원본 데이터셋,원본 테이블,원본 칼럼명,스키마상의 설명,스키마 자료형,스키마 Nullable,행 수,결측 수,결측률,고유값 수,실제 값 예시,실제 Python 자료형,분류,대상 클래스,대상 속성,속성 구분,RDF 자료형,단위 또는 코드 체계,필수 여부,변환 규칙,결측치 처리,비고 및 불확실성
PRFD01N001,fund_share_class,fd_price_bas_dt,펀드 기준가/수익률 기준일자,text,YES,23676,14263,60.2424%,905,20260821 | 20210226 | 20230420,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_prsv_r,보전율,"numeric(20,12)",YES,23676,0,0.0000%,790,2.025 | 0 | 10,"float,int",기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,실제 전행 존재(스키마상 선택),보전율; 단위가 명시되지 않아 임의 환산 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_sbpr,시가평가금액,"numeric(30,12)",YES,23676,0,0.0000%,1978,0 | 810 | 945,int,기준일이 있는 관측값,PriceObservation,metricValue,DataProperty,xsd:decimal,통화는 행의 통화 칼럼과 결합; 없으면 UNKNOWN,실제 전행 존재(스키마상 선택),시가평가금액; 통화 및 실제 기준일이 있을 때만 비교,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_set_pcd,펀드설정유형코드,text,YES,23676,0,0.0000%,3,00 | 10 | 20,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_wk1_ern_r,펀드 1주일수익률,"numeric(30,2)",YES,23676,23676,100.0000%,0,,,기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_yr1_ern_r,펀드 1년수익률,"numeric(30,2)",YES,23676,16654,70.3413%,4469,2.57 | 3.2 | 1.7,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_yr2_ern_r,펀드 2년수익률,"numeric(30,2)",YES,23676,16919,71.4606%,4952,5.6 | 12.81 | 6.15,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_yr3_ern_r,펀드 3년수익률,"numeric(30,2)",YES,23676,17186,72.5883%,5110,9.39 | 18.1 | 8.82,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_yr5_ern_r,펀드 5년수익률,"numeric(30,2)",YES,23676,17697,74.7466%,4882,14.51 | 48.35 | 48.92,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,frc_bpr_itm_yn,외화기준가종목여부,text,YES,23676,0,0.0000%,2,0 | 1,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fss_itm_no,금융감독원종목번호,text,YES,23676,42,0.1774%,11970,000000000000 | 0010186C4619 | 0010175C6318,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,identifierType=FSS_ID; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,han_clas_fee_type,클래스 수수료 부과 유형,text,YES,23676,14051,59.3470%,3,수수료미징구 | 수수료선취 | 수수료후취,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,han_clas_nm,클래스 한글 표기,text,YES,23676,14039,59.2963%,195,수수료미징구-온라인 | 수수료선취-온라인 | 수수료미징구-오프라인,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,han_clas_policies,클래스 부가 정책,text,YES,23676,17408,73.5259%,33,"랩,펀드 | 보수체감 | 개인연금",str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,han_clas_sales_channel,클래스 판매채널,text,YES,23676,14073,59.4399%,3,온라인 | 오프라인 | 직판,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,hdge_fd_yn,헤지펀드여부,text,YES,23676,0,0.0000%,2,0 | 1,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,int_dvd_desc,이자배당구분코드 설명,text,YES,23676,0,0.0000%,3,배당 | 이자 | 해당없음,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,itm_abrv_nm,종목약어명,text,YES,23676,0,0.0000%,23588,CRYSTAL신MMFE1-1비주 | 스페셜단기43호 | D프로단기1,str,상품의 직접 속성,FinancialProduct,abbreviatedName,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공백 정리 외 의미 추론 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,itm_eabrv_nm,종목영문약어명,text,YES,23676,23528,99.3749%,143,Fidel_Singapore | FidelityIndonesi | GRC,str,상품의 직접 속성,FinancialProduct,englishAbbreviatedName,DataProperty,xsd:string,스키마에 명시 없음,조건부,공백 정리 외 의미 추론 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,itm_eng_nm,종목영문명,text,YES,23676,0,0.0000%,23403,크리스탈신종MMFE1-1비주식 | 스페셜단기43호 | 서울D프로단기1,str,상품의 직접 속성,FinancialProduct,englishName,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공백 정리 외 의미 추론 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,itm_nm,종목명,text,YES,23676,0,0.0000%,23624,크리스탈신종MMFE1-1비주식 | 스페셜단기43호 | 서울D프로단기1,str,상품의 직접 속성,FinancialProduct,productName,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공백 정리 외 의미 추론 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,itm_no,종목번호,text,NO,23676,0,0.0000%,23676,KR5010101611 | KR5010151053 | KR5010151901,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,필수,identifierType=SOURCE_ID; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,kofia_fd_ccd,금융투자협회펀드분류코드,text,YES,23676,45,0.1901%,6765,00000000000000000000 | 1EE1161200101ZZZZZZ6 | 1EE216120010282ZZZZ6,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,ksd_itm_no,예탁원종목번호,text,YES,23676,2367,9.9975%,21290,KRZ500023970 | KRZ500024060 | KRZ500022730,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,identifierType=KSD_ID; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,mtco_itm_no,운용사종목번호,text,YES,23676,116,0.4899%,14058,31147 | 31193 | 76623,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,identifierType=MA_ID; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,ofsfd_yn,역외펀드여부,text,YES,23676,0,0.0000%,2,0 | 1,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,ofwk_trus_rwrd_r,일반사무관리보수,"numeric(20,12)",YES,23676,0,0.0000%,70,0 | 0.1 | 0.15,"float,int",기준일이 있는 관측값,FeeObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,실제 전행 존재(스키마상 선택),MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,or_attr_desc,운용속성구분코드 설명,text,YES,23676,0,0.0000%,14,MMF | 채권형 | 채권혼합,str,관계,AssetType,hasAssetType,ObjectProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,or_co_rwrd_r,집합투자업자보수,"numeric(20,12)",YES,23676,0,0.0000%,754,2 | 2.5 | 1.9,"float,int",기준일이 있는 관측값,FeeObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,실제 전행 존재(스키마상 선택),MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,or_co_xtn_itt_cd,운용회사대외기관코드,text,YES,23676,0,0.0000%,275,00040011 | 00040024 | 00040010,str,관계,AssetManager,managedBy,ObjectProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,ovrs_fd_desc,해외펀드구분코드 설명,text,YES,23676,0,0.0000%,4,국내 | 해외 | 국내외혼합,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,pers_corp_desc,개인법인구분코드 설명,text,YES,23676,0,0.0000%,3,해당없음 | 개인 | 법인,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,pfiv_sale_cntl_tcd,전문투자자판매제어구분코드,text,YES,23676,0,0.0000%,4,00 | 01 | 03,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,prfd_attr_cds,펀드별속성코드 목록(쉼표 구분),text,YES,23676,12396,52.3568%,8926,"C101,V101,D102,C103 | C103,D102,V101,C101 | V101,C101,C103,D102",str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,prfd_attr_cnt,펀드별속성 개수,text,YES,23676,0,0.0000%,14,0 | 4 | 7,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,COUNT,실제 전행 존재(스키마상 선택),원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,prfd_attr_search_text,상품검색용 속성 코드/명칭,text,YES,23676,12396,52.3568%,10573,D102 국내위탁판매 V101 국내 C101 추가 C103 개방 | C101 추가 V101 국내 D102 국내위탁판매 C103 개방 | D102 국내위탁판매 C103 개방 V101 국내 C101 추가,str,현재 온톨로지 의미계층에 미반영,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,"검색용 비정규화 중복 문자열; 원본 보존, 의미 관계 생성에는 사용하지 않음",노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,prvo_fd_desc,사모펀드구분코드 설명,text,YES,23676,0,0.0000%,4,해당없음 | 일반사모(2015년전) | 일반사모,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,prvo_pbff_desc,사모/공모구분코드 설명,text,YES,23676,0,0.0000%,2,공모 | 사모,str,코드 또는 분류 개념,OfferingType,hasOfferingType,ObjectProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공모/사모 명시값만 PUBLIC/PRIVATE에 매핑,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,rptt_ksd_itm_no,대표예탁원종목번호,text,YES,23676,120,0.5068%,6885,KR0000000000 | 030410046605 | 030480253870,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,identifierType=REPRESENTATIVE_KSD_ID (FundPortfolio); null/blank=MISSING; KR0000000000 및 000000000000=SENTINEL; 기타 비12자리 영숫자=INVALID; 모두 raw를 보존하고 parent identity는 생성하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,sale_co_rwrd_r,판매회사보수,"numeric(20,12)",YES,23676,0,0.0000%,769,2.025 | 8 | 10,"float,int",기준일이 있는 관측값,FeeObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,실제 전행 존재(스키마상 선택),MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,sale_yn,판매여부,text,YES,23676,0,0.0000%,2,판매완료 | 판매중,str,코드 또는 분류 개념,SubscriptionStatus,subscriptionStatus,ObjectProperty,xsd:string,OPEN_FOR_SUBSCRIPTION | CLOSED_FOR_SUBSCRIPTION,실제 전행 존재(스키마상 선택),판매중/판매완료만 FundShareClass 가입·추가매수 상태로 변환; 청산·환매 상태를 추론하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,주최 측 확정 의미; 원본 assertion과 canonical classification fact 연결
PRFD01N001,fund_share_class,std_itm_no,표준종목번호,text,YES,23676,4357,18.4026%,18947,KR5205363884 | KR5205103363 | KR5205102944,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,identifierType=ISIN; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,thco_sale_yn,당사판매여부,text,YES,23676,13079,55.2416%,1,Y,str,상품의 직접 속성,FundShareClass,isSoldByMiraeAsset,DataProperty,xsd:boolean,Y | N,조건부,Y=true; N=false; NULL/빈값/기타는 canonical boolean fact를 생성하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,주최 측 확정 의미; 원본 assertion과 canonical scalar fact 연결
PRFD01N001,fund_share_class,trusc_rwrd_r,신탁업자보수,"numeric(20,12)",YES,23676,0,0.0000%,96,0.35 | 0.5 | 0.1,"float,int",기준일이 있는 관측값,FeeObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,실제 전행 존재(스키마상 선택),MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,trusc_xtn_itt_cd,수탁회사대외기관코드,text,YES,23676,42,0.1774%,50,00020081 | 00020004 | 99999999,str,관계,Trustee,heldInTrustBy,ObjectProperty,xsd:string,스키마에 명시 없음,조건부,원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,zrin_attr_nms,제로인속성명 목록(쉼표 구분),text,YES,23676,12396,52.3568%,10577,"추가,국내,개방,국내위탁판매 | 국내,추가,국내위탁판매,개방 | 국내,추가,개방,국내위탁판매",str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,zrin_btyp_cd,제로인대유형코드,text,YES,23676,12395,52.3526%,18,29 | 11 | 51,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,zrin_btyp_nm,제로인대유형명,text,YES,23676,12395,52.3526%,18,기타 | MMF | 외화 MMF,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,zrin_dmst_bd_cmst_rt,제로인국내채권구성비율,"numeric(26,12)",YES,23676,14263,60.2424%,283,29.58 | 0 | 84.49,"float,int",기준일이 있는 관측값,AssetAllocationObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,zrin_dmst_stk_cmst_rt,제로인국내주식구성비율,"numeric(26,12)",YES,23676,14263,60.2424%,336,0 | 2.21 | 16.2,"float,int",기준일이 있는 관측값,AssetAllocationObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,zrin_etc_ast_cmst_rt,제로인기타자산구성비율,"numeric(26,12)",YES,23676,14263,60.2424%,917,29.45 | 2.21 | 12.82,"float,int",기준일이 있는 관측값,AssetAllocationObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,zrin_fd_cmst_rt,제로인펀드구성비율,"numeric(26,12)",YES,23676,14263,60.2424%,1136,0 | 95.09 | 93.55,"float,int",기준일이 있는 관측값,AssetAllocationObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,zrin_fd_ivst_risk_gcd,제로인펀드투자위험등급코드,text,NO,23676,14987,63.3004%,6,6 | 5 | 2,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,"공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존; 스키마 Nullable=NO와 실제 결측 14,987건 충돌",노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
